RT [min],m/z meas.,M meas.,Ions,MS/MS,Name,Molecular Formula,Annotations,AQ,Annotation Source,Boxplot,Flags,Include,blank,Avatar_F8,Avatar_F9,Avatar_F10,Avatar_F11,Desiree_F8,Desiree_F9,Desiree_F10,Desiree_F11,Seresta_F8,Seresta_F9,Seresta_F10,Seresta_F11
8.38,221.02785,222.03513,[M-H]-,TRUE,,C14H6O3,"SmartFormula - mzdev: 0.0034 mSigma: 12.62, ",10200,,0,[],TRUE,0,640,74,0,0,526,0,0,0,846,0,0,0
9.42,221.11748,222.12476,[M-H]-,TRUE,,C13H18O3,"SmartFormula - mzdev: -0.0008 mSigma: Infinity, ",20000,,942,[],TRUE,746,1046,794,0,1264,996,638,942,904,1066,1016,852,1022
8.44,221.11773,222.12501,[M-H]-,TRUE,,C8H18N2O5,"SmartFormula - mzdev: 0.0034 mSigma: 17.61, ",10100,,0,[],TRUE,0,0,0,0,488,0,0,0,854,0,0,0,472
9.42,221.11805,444.25066,[M-H-H]2-,TRUE,,,,,,0,[],TRUE,0,0,0,778,0,0,0,0,0,0,0,0,0
8.27,221.11848,222.12576,[M-H]-,FALSE,,C13H18O3,"SmartFormula - mzdev: 0.0002 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,78,542,100,0,0,914,0,0,0,694
13.13,221.15405,222.16133,[M-H]-,TRUE,,C14H22O2,"SmartFormula - mzdev: -0.0006 mSigma: 12.89, ",20200,,1808,[],TRUE,1354,1884,1808,2048,1530,1620,1866,1676,1850,1778,2062,1546,1890
10.56,221.15415,222.16143,[M-H]-,TRUE,,C14H22O2,"SmartFormula - mzdev: -0.0006 mSigma: 28.91, ",20100,,1798,[],TRUE,1606,1384,1738,1660,2060,1906,1572,1832,1178,1808,2084,1896,1798
19.93,221.84194,222.84921,[M-H]-,TRUE,,,,,,904,[],TRUE,804,876,952,988,904,826,806,856,978,1180,746,1000,1208
1.38,221.84256,222.84983,[M-H]-,TRUE,,,,,,608,[],TRUE,172,592,632,666,474,674,590,728,594,626,826,608,502
6.87,222.08955,223.09683,[M-H]-,TRUE,,C10H13N3O3,"SmartFormula - mzdev: 0.0011 mSigma: 7.18, ",20200,,0,[],TRUE,0,0,0,1134,0,0,0,858,0,0,0,1074,0
19.65,222.84025,223.84752,[M-H]-,TRUE,,,,,,2258,[],TRUE,2162,2388,1824,2336,2258,2222,2266,2288,2384,2252,2406,2130,2122
19.61,222.84061,671.54366,[M-H-H2]3-,TRUE,,,,,,0,[],TRUE,0,0,2102,0,1790,1826,0,0,2024,0,2166,0,1944
19.11,222.84092,447.69639,[M-H-H]2-,TRUE,,,,,,1790,[],TRUE,0,2076,1472,2074,1938,1790,2176,1654,1400,2030,1734,1474,2132
9.49,223.02657,224.03384,[M-H]-,TRUE,,,,,,414,[],TRUE,1138,554,334,238,280,452,248,588,254,358,508,414,848
6.19,223.09769,224.10497,[M-H]-,TRUE,,C12H16O4,"SmartFormula - mzdev: 0.0001 mSigma: 10.21, ",20200,,72,[],TRUE,0,0,1108,110,0,146,696,72,0,174,682,0,0
19.65,223.83899,224.84627,[M-H]-,TRUE,,,,,,728,[],TRUE,772,534,816,766,620,770,722,728,956,608,730,656,666
9.36,225.05891,226.06619,[M-H]-,TRUE,,C7H14O8,"SmartFormula - mzdev: -0.0027 mSigma: 13.23, ",20200,,0,[],TRUE,0,0,2052,292,0,0,1638,152,0,0,1536,72,0
5.65,225.1129,226.12018,[M-H]-,TRUE,,C12H18O4,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,0,[],TRUE,0,712,108,0,0,368,102,0,0,354,108,0,0
1.35,225.89712,226.90439,[M-H]-,TRUE,,,,,,474,[],TRUE,414,412,554,768,382,460,714,864,848,474,462,580,432
19.76,226.96516,227.97244,[M-H]-,TRUE,,,,,,1696,[],TRUE,0,2118,2256,1672,1654,1680,1602,1506,2216,1712,2082,1696,2352
9.69,227.07404,228.08132,[M-H]-,TRUE,,C14H12O3,"SmartFormula - mzdev: 0.0026 mSigma: 14.29, ",20200,,0,[],TRUE,0,0,0,730,0,0,0,804,0,0,0,542,0
19.73,228.90343,229.91071,[M-H]-,FALSE,,,,,,542,[],TRUE,0,652,492,110,1000,252,836,428,154,1466,546,542,758
17.08,228.9419,229.94918,[M-H]-,TRUE,,,,,,496,[],TRUE,0,446,410,512,0,690,496,602,732,412,558,438,550
16.76,228.9421,229.94938,[M-H]-,TRUE,,,,,,502,[],TRUE,0,382,506,502,348,782,498,396,546,626,522,546,496
18.09,228.94228,229.94956,[M-H]-,TRUE,,,,,,498,[],TRUE,0,428,482,660,464,730,556,498,498,564,572,594,498
17.41,228.94232,229.94959,[M-H]-,TRUE,,,,,,498,[],TRUE,0,444,568,816,498,466,680,596,486,548,450,460,586
19.49,229.9002,230.90747,[M-H]-,TRUE,,,,,,1390,[],TRUE,1230,1192,1338,1708,1278,1444,1408,1718,1494,1390,1442,1340,0
19.28,229.90077,230.90805,[M-H]-,TRUE,,,,,,1162,[],TRUE,0,1592,1644,1158,912,1074,1076,1316,1216,1352,1062,1472,1162
19.49,229.9011,461.81675,[M-H-H]2-,TRUE,,,,,,0,[],TRUE,0,0,0,0,1182,1442,0,0,1478,0,0,0,1510
0.81,231.96779,232.97507,[M-H]-,TRUE,,,,,,868,[],TRUE,0,686,1252,1834,868,980,546,1394,850,1026,676,672,1088
8.46,233.08186,234.08914,[M-H]-,TRUE,,C14H10N4,"SmartFormula - mzdev: -0.0014 mSigma: 13.02, ",20200,,0,[],TRUE,0,0,178,2426,0,0,0,1508,0,0,0,2466,0
13.03,233.15471,234.16199,[M-H]-,TRUE,,,,,,0,[],TRUE,0,0,704,0,0,0,710,0,0,0,0,0,0
13.03,233.15492,468.3244,[M-H-H]2-,TRUE,,,,,,544,[],TRUE,0,566,0,568,568,492,0,544,846,652,510,442,546
0.53,233.93064,234.93791,[M-H]-,FALSE,,,,,,592,[],TRUE,374,730,606,644,592,510,472,634,600,512,574,598,582
1.07,233.94631,234.95359,[M-H]-,FALSE,,,,,,640,[],TRUE,396,576,694,834,632,658,496,606,746,640,476,750,728
0.81,233.94668,234.95395,[M-H]-,TRUE,,,,,,974,[],TRUE,0,1006,450,1172,648,1394,974,1144,760,866,974,916,1220
19.71,234.81939,235.82667,[M-H]-,TRUE,,,,,,3166,[],TRUE,3376,3382,3174,3288,3060,3148,3166,2974,2898,3954,2856,3768,2886
9.52,235.04327,236.05055,[M-H]-,TRUE,,C8H12O8,"SmartFormula - mzdev: -0.0027 mSigma: 12.29, ",20200,,0,[],TRUE,0,0,1174,870,0,0,1086,468,0,0,1336,530,0
9.75,235.04334,236.05061,[M-H]-,TRUE,,C8H12O8,"SmartFormula - mzdev: -0.0026 mSigma: 22.96, ",20100,,0,[],TRUE,0,0,168,1164,0,0,174,1390,0,0,378,1042,0
19.68,235.82006,236.82734,[M-H]-,TRUE,,,,,,986,[],TRUE,0,994,1124,950,892,702,1230,774,986,998,786,1096,1186
0.5,235.92589,236.93317,[M-H]-,TRUE,,,,,,5772,[],TRUE,3830,4858,5772,5740,5448,6092,6328,7268,6008,5390,4940,5878,5938
0.79,235.92604,236.93331,[M-H]-,TRUE,,,,,,4310,[],TRUE,1498,3654,4324,3898,3872,4744,4174,4734,4500,3882,4750,4978,4310
0.04,235.92615,236.93342,[M-H]-,FALSE,,,,,,2918,[],TRUE,2378,2550,2914,3414,2918,3144,2990,2884,2788,2707,3154,3176,2932
1.68,235.94225,236.94953,[M-H]-,TRUE,,,,,,136,[],TRUE,1296,136,0,262,138,96,340,0,356,0,0,194,0
10.56,236.1049,237.11217,[M-H]-,TRUE,,C11H15N3O3,"SmartFormula - mzdev: 0.0008 mSigma: 11.72, ",20200,,3022,[],TRUE,2222,3022,3048,2654,3530,3560,3464,2122,2878,3012,2890,3158,3164
6.86,236.10526,474.22506,[M-H-H]2-,TRUE,,,,,,0,[],TRUE,0,0,0,1980,0,0,0,1990,0,0,0,1226,0
19.7,236.81679,237.82407,[M-H]-,TRUE,,,,,,1510,[],TRUE,1472,1340,1578,1654,1194,1302,1510,1372,1686,1644,1670,1338,1548
7.1,237.11273,238.12001,[M-H]-,FALSE,,C14H14N4,"SmartFormula - mzdev: -0.0018 mSigma: 21.37, ",20100,,0,[],TRUE,0,0,92,770,0,188,90,504,0,0,0,450,0
0.73,237.92295,238.93022,[M-H]-,TRUE,,,,,,202,[],TRUE,4536,354,68,422,206,312,140,0,398,96,202,126,164
19,238.83559,239.84287,[M-H]-,TRUE,,,,,,1032,[],TRUE,0,950,1326,1164,906,1096,930,956,1112,976,1032,1052,1368
18.49,238.83567,239.84295,[M-H]-,TRUE,,,,,,790,[],TRUE,0,702,934,726,732,818,600,790,872,826,802,648,1950
18.7,238.83568,239.84296,[M-H]-,TRUE,,,,,,742,[],TRUE,0,1262,972,808,958,784,736,718,642,1086,662,722,742
19.71,238.83569,239.84297,[M-H]-,TRUE,,,,,,986,[],TRUE,0,1112,900,986,890,1182,1194,1172,1390,950,1348,666,776
19.17,238.83581,239.84309,[M-H]-,TRUE,,,,,,956,[],TRUE,0,914,1258,1078,994,1364,956,732,1010,924,904,812,1030
17.38,238.9307,239.93797,[M-H]-,TRUE,,,,,,800,[],TRUE,838,800,864,678,712,872,726,858,650,914,730,672,932
17.83,238.93083,239.9381,[M-H]-,TRUE,,,,,,692,[],TRUE,0,938,508,636,692,702,818,782,550,620,538,710,776
12.78,238.93129,239.93856,[M-H]-,TRUE,,,,,,562,[],TRUE,0,536,776,576,474,690,600,0,520,644,562,606,416
16.39,238.93148,239.93876,[M-H]-,TRUE,,,,,,598,[],TRUE,0,522,526,612,894,626,454,668,856,598,584,682,594
16.82,238.93153,239.93881,[M-H]-,TRUE,,,,,,714,[],TRUE,0,834,610,784,730,776,658,580,608,714,1040,574,730
17.6,238.93155,239.93882,[M-H]-,TRUE,,,,,,702,[],TRUE,0,614,778,930,684,688,624,590,702,906,930,768,814
17.21,238.9316,239.93887,[M-H]-,TRUE,,,,,,762,[],TRUE,0,626,812,772,834,742,850,836,662,570,762,932,734
13.41,238.93161,239.93889,[M-H]-,TRUE,,,,,,498,[],TRUE,0,318,468,422,466,562,454,540,660,544,758,598,498
12.28,238.93167,239.93894,[M-H]-,TRUE,,,,,,516,[],TRUE,0,516,572,526,482,428,458,646,502,762,574,432,522
10.83,238.93171,239.93899,[M-H]-,TRUE,,,,,,462,[],TRUE,0,0,598,522,456,828,434,504,554,626,462,360,448
16.01,238.93173,239.93901,[M-H]-,TRUE,,,,,,592,[],TRUE,0,566,486,612,400,760,678,710,592,722,590,592,612
19.31,239.06648,240.07376,[M-H]-,TRUE,,C10H12N2O5,"SmartFormula - mzdev: -0.0009 mSigma: Infinity, ",20000,,422,[],TRUE,0,260,342,404,544,422,464,438,0,544,530,842,336
12.73,239.06734,240.07462,[M-H]-,FALSE,,C10H12N2O5,"SmartFormula - mzdev: -0.0000 mSigma: Infinity, ",20000,,648,[],TRUE,0,658,648,612,816,580,652,598,620,754,620,846,716
5.89,239.12829,240.13556,[M-H]-,TRUE,,C14H16N4,"SmartFormula - mzdev: -0.0019 mSigma: 22.66, ",20100,,0,[],TRUE,0,296,734,0,0,194,448,0,0,228,376,0,0
10.8,239.12867,240.13595,[M-H]-,FALSE,,C13H20O4,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,470,[],TRUE,0,470,420,472,470,402,470,366,710,476,452,480,424
0.66,239.90276,240.91004,[M-H]-,TRUE,,,,,,1974,[],TRUE,2152,1974,2170,2120,1678,2146,1602,1664,1656,2120,2142,1758,1336
0.19,239.90301,240.91029,[M-H]-,TRUE,,,,,,1498,[],TRUE,1086,1446,1640,1406,1550,1582,1746,1498,1571,1488,1452,1459,1530
0.03,239.90304,240.91032,[M-H]-,FALSE,,,,,,1366,[],TRUE,1194,1162,1366,1418,1170,1504,1358,1608,1274,2046,1364,1596,1506
6.47,239.90322,240.91049,[M-H]-,TRUE,,,,,,516,[],TRUE,0,516,408,654,544,398,438,536,598,708,450,398,696
10,239.90329,240.91057,[M-H]-,TRUE,,,,,,308,[],TRUE,0,300,350,268,320,324,796,374,0,300,308,364,304
11.45,241.09048,242.09775,[M-H]-,TRUE,,C8H18O8,"SmartFormula - mzdev: -0.0024 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,0,514,0,0,0,774,0,0,0,420
5.59,241.10765,242.11493,[M-H]-,TRUE,,,,,,94,[],TRUE,0,786,140,0,78,648,116,0,0,520,94,102,0
5.35,241.10801,242.11529,[M-H]-,TRUE,,C7H18N2O7,"SmartFormula - mzdev: 0.0039 mSigma: 15.32, ",10100,,0,[],TRUE,0,628,0,0,0,732,0,0,0,568,0,84,0
11.6,242.08236,243.08964,[M-H]-,TRUE,,C14H13NO3,"SmartFormula - mzdev: 0.0001 mSigma: 22.84, ",20100,,612,[],TRUE,96,622,550,612,498,554,610,588,1266,852,636,650,892
8.63,242.17545,243.18273,[M-H]-,TRUE,,C13H25NO3,"SmartFormula - mzdev: -0.0009 mSigma: 17.19, ",20100,,1096,[],TRUE,1404,780,770,1096,940,4574,1740,1124,3078,1802,850,924,728
0.66,243.87796,244.88524,[M-H]-,FALSE,,,,,,176,[],TRUE,782,164,396,288,160,204,162,148,176,248,112,340,0
19.64,244.84809,245.85537,[M-H]-,TRUE,,,,,,2408,[],TRUE,2090,2330,2562,2450,2408,2662,2294,2588,2904,2480,2264,2084,2322
19.39,244.84873,245.856,[M-H]-,TRUE,,,,,,1594,[],TRUE,0,1712,1308,1586,1646,1530,1594,1476,1718,1630,1600,2204,1540
19.68,245.84878,493.71211,[M-H-H]2-,FALSE,,,,,,694,[],TRUE,0,694,948,638,852,676,784,630,912,800,592,730,540
19.49,245.84924,246.85651,[M-H]-,TRUE,,,,,,718,[],TRUE,0,718,846,736,0,868,910,720,546,756,710,662,580
7.78,247.09733,248.10461,[M-H]-,TRUE,,C14H16O4,"SmartFormula - mzdev: -0.0003 mSigma: 22.54, ",20100,,218,[],TRUE,0,0,102,406,522,0,218,1564,2284,0,102,248,224
9.06,248.90228,249.90956,[M-H]-,TRUE,,,,,,0,[],TRUE,882,0,0,0,0,0,0,0,0,0,0,0,188
16.56,248.95852,249.9658,[M-H]-,TRUE,,,,,,1010,[],TRUE,1150,738,1096,886,1042,942,1018,822,1106,1358,834,898,1010
17.32,248.96023,249.96751,[M-H]-,TRUE,,,,,,982,[],TRUE,0,1388,852,1236,896,1016,1138,980,916,982,1348,1254,906
5.9,248.96029,249.96757,[M-H]-,TRUE,,,,,,430,[],TRUE,0,0,156,496,430,196,526,574,754,124,720,430,456
0.5,248.96043,249.96771,[M-H]-,TRUE,,,,,,9122,[],TRUE,3062,6560,9122,11232,8712,13034,6760,11194,7420,9358,8200,9132,10568
17.5,248.96044,249.96772,[M-H]-,TRUE,,,,,,1140,[],TRUE,0,922,872,1340,1340,1308,1140,1268,1412,758,1008,906,1248
6.66,248.96046,249.96774,[M-H]-,TRUE,,,,,,422,[],TRUE,0,178,0,584,514,0,164,718,502,592,242,422,512
5.36,248.96047,249.96775,[M-H]-,TRUE,,,,,,414,[],TRUE,0,130,430,556,414,136,368,412,550,152,742,540,468
0.11,248.96047,249.96774,[M-H]-,FALSE,,,,,,50525,[],TRUE,37290,45391,49834,50555,47396,51053,51258,51266,50930,50534,49501,50525,49830
6.45,248.96048,249.96776,[M-H]-,TRUE,,,,,,376,[],TRUE,0,206,0,394,432,376,164,478,404,258,180,380,758
10.47,249.05888,250.06616,[M-H]-,TRUE,,C9H14O8,"SmartFormula - mzdev: -0.0027 mSigma: 26.00, ",20100,,0,[],TRUE,0,0,0,1034,0,0,0,920,176,0,0,570,0
15.66,249.14922,250.1565,[M-H]-,TRUE,,C15H22O3,"SmartFormula - mzdev: -0.0006 mSigma: 22.84, ",20100,,940,[],TRUE,940,1048,900,930,990,946,932,902,1034,1102,904,974,0
15.63,249.14972,500.31399,[M-H-H]2-,TRUE,,,,,,0,[],TRUE,0,0,0,0,0,0,0,0,0,0,0,0,826
14.29,250.14405,251.15133,[M-H]-,TRUE,,C14H21NO3,"SmartFormula - mzdev: -0.0008 mSigma: 11.43, ",20200,,1508,[],TRUE,1964,1238,1508,1866,2096,1384,1472,1358,2162,1724,1636,1218,0
14.29,250.14493,502.30441,[M-H-H]2-,TRUE,,,,,,0,[],TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1564
19.79,250.86377,251.87105,[M-H]-,TRUE,,,,,,1196,[],TRUE,1106,924,1696,1148,1234,1126,1220,1406,948,1150,1196,1248,1394
5.79,251.09228,252.09956,[M-H]-,TRUE,,C13H16O5,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,0,[],TRUE,0,732,160,0,0,376,182,0,0,418,288,0,0
6.85,251.12852,252.1358,[M-H]-,TRUE,,C14H20O4,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,738,0,0,354,664,0,0,162,454,0
19.8,252.85973,253.86701,[M-H]-,FALSE,,,,,,948,[],TRUE,0,1156,1168,936,916,796,1072,1002,948,1092,1036,794,858
6.54,253.10793,254.11521,[M-H]-,TRUE,,C8H18N2O7,"SmartFormula - mzdev: 0.0038 mSigma: 10.80, ",10200,,68,[],TRUE,0,114,858,420,0,234,430,92,0,68,0,52,0
5.69,253.10809,254.11536,[M-H]-,TRUE,,C13H18O5,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,,0,[],TRUE,0,1090,112,0,0,1014,68,0,0,736,176,0,0
9.71,253.14414,508.30284,[M-H-H]2-,TRUE,,,,,,0,[],TRUE,0,0,0,0,0,0,0,0,856,0,0,0,0
9.72,253.14455,254.15182,[M-H]-,TRUE,,C15H18N4,"SmartFormula - mzdev: -0.0013 mSigma: 8.87, ",20200,,746,[],TRUE,0,940,746,804,730,1040,704,1480,0,1084,1072,736,730
16.31,254.84563,255.8529,[M-H]-,FALSE,,,,,,0,[],TRUE,826,0,0,0,0,0,0,0,0,0,0,0,0
16.56,254.85166,255.85894,[M-H]-,FALSE,,,,,,490,[],TRUE,0,490,462,502,728,746,542,460,578,474,506,412,474
15.92,254.85183,255.85911,[M-H]-,FALSE,,,,,,496,[],TRUE,0,644,496,374,512,622,906,486,476,534,536,490,412
17.31,254.85186,255.85913,[M-H]-,FALSE,,,,,,530,[],TRUE,0,402,402,704,744,494,524,580,250,576,530,586,530
16.14,254.852,255.85928,[M-H]-,FALSE,,,,,,488,[],TRUE,0,560,488,460,762,520,452,470,454,490,630,538,460
17.51,255.2326,256.23988,[M-H]-,FALSE,,C16H32O2,"SmartFormula - mzdev: -0.0001 mSigma: 10.98, ",20200,,688,[],TRUE,0,1006,788,424,800,1056,650,688,734,534,716,632,496
19.92,255.82227,256.82955,[M-H]-,TRUE,,,,,,482,[],TRUE,0,396,480,506,572,624,498,408,726,482,380,390,600
17.67,256.84411,257.85138,[M-H]-,TRUE,,,,,,2786,[],TRUE,3192,2538,3802,2582,2632,3240,2824,2854,2602,2840,2548,2646,2786
17.03,256.84562,257.8529,[M-H]-,TRUE,,,,,,2822,[],TRUE,0,2994,2884,2576,2774,2822,2812,2428,2866,2836,2572,3058,3024
17.25,256.84623,257.85351,[M-H]-,TRUE,,,,,,3148,[],TRUE,0,2782,2500,3148,3412,2864,3210,3270,3942,3370,3886,2822,2592
16.32,256.84627,257.85355,[M-H]-,TRUE,,,,,,3056,[],TRUE,0,2668,2772,3178,2826,3056,3350,2988,3306,3066,2416,3114,3270
16.01,256.8463,257.85358,[M-H]-,TRUE,,,,,,2918,[],TRUE,0,2868,2922,2654,2810,2790,2952,3296,3124,2918,2890,3482,2978
9.04,256.93395,211.93553,"[M+COOH]-, [M+Cl]-",TRUE,,,,,,0,[],TRUE,1396,0,0,0,0,0,0,0,0,0,0,0,0
19.88,257.81959,258.82686,[M-H]-,TRUE,,,,,,516,[],TRUE,0,680,516,410,506,722,532,400,562,448,544,634,482
17.83,257.84018,258.84746,[M-H]-,TRUE,,,,,,0,[],TRUE,1116,0,0,0,0,0,0,0,0,0,0,0,0
19.03,257.84623,258.85351,[M-H]-,FALSE,,,,,,500,[],TRUE,0,716,500,426,480,472,512,456,532,626,500,534,516
14.36,257.84632,258.8536,[M-H]-,TRUE,,,,,,576,[],TRUE,0,708,662,0,506,584,602,576,632,474,632,498,498
16.6,257.84658,258.85386,[M-H]-,TRUE,,,,,,802,[],TRUE,0,868,926,904,704,792,1148,802,680,1058,744,788,1008
17.03,258.84598,259.85326,[M-H]-,FALSE,,,,,,428,[],TRUE,0,428,410,398,428,630,702,0,364,440,514,462,358
0.52,258.91595,259.92323,[M-H]-,TRUE,,,,,,538,[],TRUE,302,568,718,450,676,512,538,610,530,536,586,424,646
9.05,258.9304,259.93768,[M-H]-,TRUE,,,,,,0,[],TRUE,1282,0,0,0,0,184,0,0,336,90,0,0,0
2.2,262.85561,263.86289,[M-H]-,TRUE,,,,,,786,[],TRUE,864,658,990,840,702,858,822,786,660,622,628,868,724
1.96,262.85807,263.86535,[M-H]-,TRUE,,,,,,792,[],TRUE,786,706,794,772,1168,930,704,1272,792,724,738,888,792
1.1,262.85811,263.86538,[M-H]-,TRUE,,,,,,962,[],TRUE,628,1174,962,834,838,684,1088,738,784,988,1050,1284,1046
0.79,262.85814,263.86542,[M-H]-,TRUE,,,,,,1972,[],TRUE,1180,1634,2166,1972,1634,1932,2662,1838,2724,1994,2108,1604,2010
0.37,262.85816,263.86544,[M-H]-,TRUE,,,,,,1116,[],TRUE,602,938,1204,1028,1132,1160,1088,1120,1220,1290,1116,998,1084
0.02,262.85822,263.8655,[M-H]-,FALSE,,,,,,1326,[],TRUE,1086,1194,1316,1364,1628,1148,1558,1326,1460,1684,1186,1292,1448
6.46,263.12866,264.13594,[M-H]-,FALSE,,,,,,90,[],TRUE,0,178,702,132,84,92,506,52,0,90,422,0,0
6.91,263.12877,264.13605,[M-H]-,TRUE,,C10H20N2O6,"SmartFormula - mzdev: 0.0039 mSigma: 12.88, ",10200,,192,[],TRUE,0,0,360,924,0,202,270,380,0,122,192,416,0
0.42,263.86554,264.87281,[M-H]-,TRUE,,,,,,566,[],TRUE,662,540,522,544,562,460,624,720,676,540,566,674,744
0.03,263.86562,264.8729,[M-H]-,FALSE,,,,,,872,[],TRUE,518,686,0,964,872,888,924,938,792,768,1026,766,1040
0,263.86585,529.74625,[M-H-H]2-,FALSE,,,,,,0,[],TRUE,0,0,828,0,0,0,0,0,0,0,0,0,770
14.82,264.15973,265.167,[M-H]-,TRUE,,C15H23NO3,"SmartFormula - mzdev: -0.0008 mSigma: Infinity, ",20000,,786,[],TRUE,786,704,1026,698,762,1210,896,574,696,948,756,914,806
17.65,264.8533,265.86057,[M-H]-,TRUE,,,,,,528,[],TRUE,782,516,456,546,498,474,528,620,558,446,618,528,748
17.37,264.85643,265.86371,[M-H]-,TRUE,,,,,,530,[],TRUE,0,554,482,446,504,556,530,610,490,772,610,674,510
16.55,264.85652,265.8638,[M-H]-,TRUE,,,,,,540,[],TRUE,0,458,540,826,502,526,608,404,436,620,656,724,560
16.85,264.8566,265.86388,[M-H]-,TRUE,,,,,,486,[],TRUE,0,420,676,530,516,760,456,472,466,594,488,486,436
16,264.85663,265.86391,[M-H]-,TRUE,,,,,,510,[],TRUE,0,478,430,476,562,468,810,542,510,602,514,424,588
6.31,265.10775,266.11503,[M-H]-,TRUE,,C14H18O5,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,94,[],TRUE,0,474,938,0,0,260,466,48,0,404,530,94,0
6.04,265.10783,266.1151,[M-H]-,TRUE,,C9H18N2O7,"SmartFormula - mzdev: 0.0039 mSigma: 19.46, ",10100,,64,[],TRUE,0,744,746,0,0,546,678,0,64,836,380,0,0
8.14,265.10789,266.11517,[M-H]-,TRUE,,C14H18O5,"SmartFormula - mzdev: -0.0003 mSigma: 24.56, ",20100,,66,[],TRUE,0,0,66,184,1504,0,0,0,980,102,0,150,1010
7.85,265.10811,266.11539,[M-H]-,TRUE,,C9H18N2O7,"SmartFormula - mzdev: 0.0040 mSigma: 27.84, ",10100,,150,[],TRUE,0,0,402,150,1488,0,0,432,2000,88,0,256,1460
5.34,265.10829,266.11557,[M-H]-,TRUE,,C14H18O5,"SmartFormula - mzdev: 0.0001 mSigma: Infinity, ",20000,,0,[],TRUE,0,630,0,0,0,734,0,0,0,468,0,0,0
6.63,265.14425,266.15153,[M-H]-,FALSE,,C15H22O4,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,702,352,0,0,336,0,0,0,346,134,0
7.07,265.14437,266.15165,[M-H]-,FALSE,,C15H22O4,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,84,[],TRUE,0,84,156,770,0,0,204,528,0,70,166,672,0
7.69,265.14463,266.15191,[M-H]-,TRUE,,,,,,76,[],TRUE,0,0,0,178,672,0,0,120,766,0,76,134,748
19.01,265.14718,266.15445,[M-H]-,TRUE,,C9H22N4O5,"SmartFormula - mzdev: -0.0046 mSigma: 20.49, ",10100,,2120,[],TRUE,1880,1950,2230,2174,2186,2068,1926,2094,2120,2570,2792,2010,2184
5.57,267.12333,268.1306,[M-H]-,TRUE,,C9H20N2O7,"SmartFormula - mzdev: 0.0036 mSigma: 13.01, ",10200,,0,[],TRUE,0,754,0,0,0,656,0,0,0,648,102,0,0
5.85,267.12364,268.13092,[M-H]-,TRUE,,C15H16N4O,"SmartFormula - mzdev: -0.0014 mSigma: 10.98, ",20200,,0,[],TRUE,0,702,486,0,0,784,0,0,0,828,394,0,0
6.1,267.12376,268.13104,[M-H]-,TRUE,,C15H16N4O,"SmartFormula - mzdev: -0.0015 mSigma: 13.28, ",20200,,0,[],TRUE,0,222,1268,0,0,0,826,0,0,392,780,0,0
6.83,267.12377,268.13105,[M-H]-,TRUE,,C14H20O5,"SmartFormula - mzdev: -0.0000 mSigma: 16.22, ",20100,,110,[],TRUE,0,110,444,742,0,0,262,520,0,0,196,508,0
5.64,269.10276,540.22007,[M-H-H]2-,TRUE,,,,,,0,[],TRUE,0,1046,0,0,0,0,0,0,0,0,0,0,0
5.63,269.10301,270.11029,[M-H]-,TRUE,,,,,,0,[],TRUE,116,0,126,0,0,1270,0,0,0,798,0,0,0
17.78,272.81978,273.82706,[M-H]-,TRUE,,,,,,414,[],TRUE,0,0,0,366,724,430,470,358,426,412,582,414,432
19.77,272.95941,273.96668,[M-H]-,TRUE,,,,,,1574,[],TRUE,0,1444,1720,1368,1574,2324,1740,1236,1702,0,1972,1530,1896
19.77,272.95969,547.93394,[M-H-H]2-,TRUE,,,,,,0,[],TRUE,0,0,0,0,0,0,0,0,0,1418,0,0,0
8.17,273.14936,274.15664,[M-H]-,TRUE,,,,,,0,[],TRUE,0,0,0,0,1668,0,0,0,1532,0,0,0,1172
9.05,273.92349,274.93076,[M-H]-,TRUE,,,,,,0,[],TRUE,752,0,0,0,142,0,100,0,0,0,248,0,0
16.22,274.88176,275.88904,[M-H]-,TRUE,,,,,,798,[],TRUE,842,690,928,708,518,772,778,686,874,826,798,872,812
16.83,274.88511,275.89239,[M-H]-,TRUE,,,,,,702,[],TRUE,0,620,666,702,588,710,688,772,1016,830,704,652,728
17.1,274.88514,275.89241,[M-H]-,TRUE,,,,,,842,[],TRUE,0,966,608,600,842,934,1002,984,602,906,1112,714,758
17.72,274.8852,275.89248,[M-H]-,TRUE,,,,,,674,[],TRUE,0,752,744,668,894,782,630,674,650,734,638,668,1016
16.47,274.88526,275.89253,[M-H]-,TRUE,,,,,,758,[],TRUE,0,816,818,744,550,758,646,670,686,946,948,952,826
